NoMembre;NoCartier;NoAccorderie;NoPointService;NoTypeCommunication;NoOccupation;NoOrigine;NoSituationMaison;NoProvenance;NoRevenuFamilial;NoArrondissement;NoVille;NoRegion;CodePostal;NoTypeTel1;PosteTel2;NoTypeTel2;NoTypeTel3;AchatRegrouper;PretActif;PretRadier;PretPayer;EtatCompteCourriel;BottinTel;BottinCourriel;MembreActif;MembreConjoint;NoMembreConjoint;Sexe;AnneeNaissance;PrecisezOrigine;MembrePrinc;NomAccorderie;RecevoirCourrielGRP;PasCommunication;TransfereDe
8841;0;2;1;1;6;1;2;6;4;54;23027;3;G1H 6X7;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1956;\N;0;\N;0;0;\N
8842;0;2;1;2;2;1;2;6;3;60;23027;3;G1X 5C3;4;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1980;\N;0;\N;0;0;\N
8843;0;2;1;2;4;1;2;6;4;53;23027;3;G1C 7Y5;3;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1957;\N;0;\N;0;0;\N
8844;0;2;1;2;6;1;3;4;3;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1947;\N;0;\N;0;0;\N
8839;0;92;32;1;2;1;4;2;2;0;50030;17;J0C 1G0;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1964;\N;0;\N;-1;0;\N
8838;0;2;1;2;4;3;6;4;6;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1975;\N;0;\N;0;0;\N
8832;0;109;19;2;2;1;2;2;3;7;43027;5;J1H 4Z2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1989;\N;0;\N;0;0;\N
8833;0;109;19;2;4;1;2;5;5;9;43027;5;J1J 1L6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;0;\N;-1;0;\N
8834;0;109;19;2;4;3;3;3;4;9;43027;5;J1L 2H8;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1989;\N;0;\N;-1;0;\N
8835;0;109;19;2;4;3;5;2;3;7;43027;5;J1H 2S3;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1991;\N;0;\N;-1;0;\N
8836;0;114;24;2;4;1;5;5;5;45;66023;6;H2G 1B5;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1992;\N;0;\N;-1;0;109
8837;0;92;5;1;6;1;2;3;6;0;51090;4;G0X 2P0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1953;\N;0;\N;-1;0;\N
8825;0;112;22;2;5;1;2;6;3;0;30030;5;G6B 1G8;2;;1;1;-1;-1;\N;\N;\N;-1;-1;-1;0;0;0;1959;\N;0;\N;-1;0;\N
8826;3;2;1;2;5;1;2;6;3;55;23027;3;G1K 6V4;1;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1960;\N;0;\N;0;0;\N
8827;0;2;1;2;5;1;2;6;5;53;23027;3;G1E 5G7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1970;\N;0;\N;0;0;\N
8828;0;2;1;2;4;1;6;4;6;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1977;\N;0;\N;0;0;\N
8829;0;2;1;2;6;1;3;2;3;0;20030;3;G0A 4C0;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1945;\N;0;\N;0;0;\N
8830;0;2;1;2;4;1;3;2;3;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1961;\N;0;\N;0;0;\N
8831;0;2;1;2;6;1;1;2;5;0;20030;3;G0A 4C0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1949;\N;0;\N;0;0;\N
8823;10;2;1;2;5;3;6;2;6;55;23027;3;G1J 2S6;2;;1;1;0;0;\N;\N;\N;-1;-1;0;-1;8805;0;0;\N;0;\N;-1;0;\N
8824;0;115;25;2;4;1;4;6;3;15;58227;16;J4V 1V8;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1969;\N;0;\N;0;0;\N
8820;0;117;28;2;6;1;2;1;1;0;96020;9;G4Z 1K4;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1958;\N;0;\N;0;0;\N
8821;0;115;25;2;6;1;1;5;1;0;58033;16;J4B 0E2;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;-1;0;\N
8822;0;118;30;3;4;1;2;2;3;0;7047;1;G5J 1S9;4;;2;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1955;\N;0;\N;0;0;\N
8818;0;88;8;2;6;1;3;6;4;43;66023;6;H1L 3G5;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;1;1949;\N;0;\N;-1;0;\N
8819;0;88;8;2;7;1;5;2;3;0;66047;6;H9W 5M2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
8811;0;109;19;2;6;1;2;1;1;0;45072;5;J1X 7S8;2;;1;2;0;0;\N;\N;\N;0;-1;-1;0;0;0;1961;\N;0;\N;-1;0;114
8812;0;114;24;2;4;1;6;3;6;45;66023;6;H1X 3J9;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;0;\N;0;\N;-1;0;\N
8813;0;109;19;1;7;3;3;3;3;6;43027;5;J1C 0R5;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;0;-1;114
8814;0;114;24;2;6;1;2;6;5;45;66023;6;H2S 2J8;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1946;\N;0;\N;-1;0;\N
8815;0;114;24;2;7;1;3;2;2;33;66023;6;H4G 1S7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1966;\N;0;\N;-1;0;\N
8816;0;114;24;2;5;3;2;6;2;42;66023;6;H2K 3R6;4;;4;4;0;0;\N;\N;\N;0;0;0;0;0;0;1979;\N;0;\N;-1;0;\N
8808;0;2;1;1;1;1;1;1;1;58;23027;3;G1M 3T3;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;0;\N
8809;0;2;1;1;1;1;1;1;1;58;23027;3;G1M 4B2;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1980;\N;0;\N;-1;0;\N
8807;0;118;30;2;4;1;6;6;5;0;7047;1;G5J 3R6;4;;2;4;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1964;\N;-1;\N;-1;0;\N
8805;10;2;1;1;1;2;1;1;1;55;23027;3;G1J 2S6;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1973;\N;-1;\N;0;0;\N
8806;0;2;1;2;6;3;2;2;6;60;23027;3;G1W 3Y9;2;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1942;\N;0;\N;-1;0;\N
8810;0;111;21;1;6;1;5;2;4;0;34097;3;G0A 3B0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1939;\N;0;\N;0;0;\N
8817;0;2;1;1;4;1;2;1;6;60;23027;3;G1W 4Y1;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;0;0;\N
8804;0;92;34;2;3;1;6;2;5;0;35050;4;G0X 3G0;2;;4;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1975;\N;0;\N;-1;0;\N
8801;0;109;19;2;5;1;2;2;3;8;43027;5;J1R 0L4;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1961;\N;0;\N;-1;0;\N
8802;0;109;19;2;4;1;4;3;6;9;43027;5;J1N 4K2;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1978;\N;0;\N;0;0;\N
8803;0;109;19;2;4;1;2;5;6;9;43027;5;J1J 3G1;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1959;\N;0;\N;-1;0;\N
8800;0;115;25;2;6;1;1;2;4;15;58227;16;J4H 1H2;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1949;\N;0;\N;0;0;\N
8797;0;118;30;2;4;1;2;5;6;0;7047;1;G5J 1V3;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1969;\N;0;\N;-1;0;\N
8798;0;109;19;2;4;3;4;2;5;7;43027;5;J1H 5T9;4;;3;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1985;\N;0;\N;-1;0;\N
8799;0;92;5;2;4;1;6;1;5;0;36033;4;G9P 1P9;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1982;\N;0;\N;-1;0;\N
8796;0;118;30;3;6;1;2;5;3;0;7047;1;G5J 1H5;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1951;\N;0;\N;-1;0;\N
8793;0;109;19;1;6;1;2;6;3;6;43027;5;J1K 4Y4;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1943;\N;0;\N;0;0;\N
8794;0;109;19;2;6;1;2;2;4;7;43027;5;J1H 2R3;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1947;\N;0;\N;-1;0;\N
8795;6;2;1;2;5;2;2;3;4;55;23027;3;G1R 4M4;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;0;\N;0;\N;0;0;\N
8788;4;2;1;2;7;1;2;2;1;55;23027;3;G1L 3R6;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1971;\N;0;\N;0;0;\N
8789;6;2;1;2;5;2;2;3;4;55;23027;3;G1R 4L7;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;0;\N;0;\N;0;0;\N
8790;0;2;1;2;4;1;4;3;5;60;23027;3;G2E 1L5;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1976;\N;0;\N;-1;0;\N
8791;4;2;1;1;4;1;6;4;6;55;23027;3;G1S 2N2;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1987;\N;-1;\N;0;0;\N
8792;4;2;1;2;7;3;6;4;6;55;23027;3;G1S 2N2;2;;1;1;0;0;\N;\N;\N;0;-1;0;-1;8791;1;1975;\N;0;\N;0;0;\N
8786;0;109;19;2;7;1;5;2;3;8;43027;5;J1N 1S8;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1952;\N;0;\N;-1;0;\N
8787;0;92;34;2;7;1;6;2;3;0;35050;4;G0X 3G0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
8784;0;115;25;1;6;1;2;5;5;0;58007;16;J4W 3M4;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1942;\N;0;\N;0;-1;\N
8785;0;115;25;2;4;1;3;2;5;15;58227;16;J4H 1X6;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1988;\N;0;\N;0;-1;\N
8777;0;114;24;2;4;3;2;3;1;45;66023;6;H1Y 3A8;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;0;1971;\N;0;\N;-1;0;\N
8778;0;114;24;2;4;1;5;3;6;45;66023;6;H1X 3H4;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1979;\N;0;\N;-1;0;\N
8779;0;114;24;2;7;3;2;2;5;46;66023;6;H3N 2L7;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
8780;0;114;24;2;6;1;2;6;3;42;66023;6;H2H 1W1;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1950;\N;0;\N;-1;0;\N
8782;0;118;30;2;6;1;2;5;6;0;7095;1;G0J 2Z0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1950;\N;0;\N;-1;0;\N
8783;0;118;30;2;4;1;2;2;4;0;7090;1;G0J 3N0;4;;3;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1959;\N;0;\N;-1;0;\N
8776;0;109;19;2;7;1;4;2;6;6;43027;5;J1M 0O7;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1944;\N;0;\N;-1;0;\N
8775;0;109;19;2;6;1;2;2;1;9;43027;5;J1L 2N6;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1950;\N;0;\N;-1;0;\N
8772;0;109;19;2;5;1;2;2;2;7;43027;5;J1J 3E4;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1971;\N;0;\N;-1;0;\N
8773;0;111;21;1;6;1;2;2;3;0;34097;3;G0A 3B0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1944;\N;0;\N;0;0;\N
8774;0;111;21;1;6;1;2;2;3;0;34097;3;G0A 3B0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1935;\N;0;\N;0;0;\N
8770;0;117;28;2;6;1;5;6;1;0;96020;9;G5C 1H3;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1947;\N;0;\N;0;0;\N
8771;0;92;5;2;6;1;5;2;1;0;36033;4;G9T 6P1;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1950;\N;-1;\N;-1;0;\N
8768;0;88;8;2;6;1;2;2;3;43;66023;6;H1M 3J6;4;;2;1;-1;0;\N;\N;\N;-1;0;-1;0;0;0;1947;\N;0;\N;0;0;\N
8769;0;88;8;2;6;1;2;2;1;40;66023;6;H2K 2W4;2;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;-1;0;\N
8767;0;118;30;2;4;1;5;6;6;0;7047;1;G5J 1K7;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1961;\N;0;\N;-1;0;\N
8766;0;118;30;2;4;1;6;2;6;0;7010;1;G0J 2M0;2;;4;1;0;-1;\N;\N;\N;-1;-1;-1;0;0;1;1972;\N;0;\N;-1;0;\N
8758;0;118;30;2;6;1;5;5;5;0;7047;1;G5J 1Z9;4;;2;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1946;\N;0;\N;-1;0;\N
8759;1;2;1;2;6;1;2;2;5;55;23027;3;G1S 3A4;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1957;\N;0;\N;0;0;\N
8760;0;2;1;2;6;1;2;1;5;60;23027;3;G1Y 1C4;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;-1;0;\N
8761;1;2;1;2;6;1;4;2;5;55;23027;3;G1S 4M2;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1953;\N;0;\N;-1;0;\N
8762;0;2;1;2;6;1;5;2;6;60;23027;3;G1S 1X4;4;;1;1;-1;0;\N;\N;\N;0;0;-1;0;0;0;1951;\N;0;\N;-1;0;\N
8763;1;2;1;2;6;1;2;2;1;55;23027;3;G1S 1Y9;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1959;\N;0;\N;-1;0;\N
8765;0;118;30;2;5;1;6;2;6;0;7100;1;G0J 3A0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1980;\N;0;\N;-1;0;\N
8756;0;117;28;2;6;1;2;5;3;0;96015;9;G0H 1E0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1955;\N;0;\N;0;0;\N
8747;4;2;1;2;4;3;3;2;2;55;23027;3;G1S 2H2;1;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1990;\N;0;\N;-1;0;\N
8748;0;115;25;2;4;1;6;3;6;20;58227;16;J3Y 5Y9;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1993;\N;0;\N;-1;0;\N
8749;0;115;25;4;6;1;5;5;5;15;58227;16;J4H 3X8;4;;2;1;0;0;\N;\N;\N;0;0;0;0;0;1;1946;\N;0;\N;0;-1;\N
8750;0;86;4;2;1;1;1;1;1;68;37067;4;G8W 1X7;4;;2;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;0;\N;0;\N;0;0;\N
8751;0;86;4;2;2;3;3;6;2;68;37067;4;G8Y 2G1;1;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;1;1993;\N;0;\N;0;0;\N
8752;0;108;18;2;5;1;6;2;1;0;10043;1;G5N 1M9;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1975;\N;0;\N;-1;0;\N
8753;0;118;30;2;4;1;5;6;5;0;7047;1;G5J 2R6;3;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
8754;0;115;25;2;7;1;2;2;2;0;58007;16;J4W 2Z7;4;;2;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;0;\N;0;\N;-1;0;\N
8755;3;2;1;1;4;1;2;6;4;55;23027;3;G1K 2X8;4;;1;1;-1;0;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
8746;0;118;30;2;6;1;5;2;6;0;7047;1;G5J 2M9;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;-1;8745;1;1959;\N;0;\N;-1;0;\N
8745;0;118;30;2;4;1;6;2;6;0;7047;1;G5J 2M9;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1960;\N;-1;\N;-1;0;\N
8723;0;118;30;2;4;1;2;6;6;0;10043;1;G5L 8P9;2;7322602;3;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1956;\N;0;\N;-1;0;108
8744;0;118;30;2;6;1;6;6;6;0;7047;1;G5J 2W8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
8741;0;118;30;2;5;1;6;2;6;0;7010;1;G0J 2M0;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1973;\N;0;\N;-1;0;\N
8742;0;88;8;2;4;3;5;3;1;43;66023;6;H1N 2Y1;4;;1;1;-1;0;\N;\N;\N;-1;0;-1;0;0;1;1982;\N;0;\N;-1;0;\N
8743;0;88;8;2;4;1;5;2;4;43;66023;6;H1W 3G9;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1994;\N;0;\N;-1;0;\N
8757;0;111;21;1;6;1;2;2;3;0;34078;3;G0A 3L0;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1935;\N;0;\N;0;0;\N
8764;0;104;14;2;4;1;2;6;4;37;66023;6;H1H 3S4;4;;2;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1967;\N;0;\N;-1;0;\N
8740;0;118;30;2;4;1;5;2;6;0;7047;1;G5J 1B4;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;-1;8597;1;1958;\N;0;\N;-1;0;\N
8735;0;111;21;1;4;1;2;6;2;0;34065;3;G0A 4B0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;0;\N;0;\N;-1;0;\N
8736;0;111;21;1;4;1;6;2;4;0;34128;3;G3L 3H6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1977;\N;0;\N;0;0;\N
8737;0;111;21;1;4;1;6;2;4;0;34128;3;G3L 3H6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1979;\N;0;\N;0;0;\N
8739;0;118;30;3;6;1;5;2;4;0;7085;1;G0J 3K0;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1937;\N;0;\N;0;0;\N
8731;0;109;19;2;5;1;4;2;3;5;43027;5;J1E 1J6;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1977;\N;0;\N;-1;0;\N
8732;0;118;30;2;6;1;5;6;5;0;7100;1;G0J 3A0;2;;1;1;0;0;\N;\N;\N;0;0;-1;-1;9060;0;1949;\N;0;\N;-1;0;\N
8733;0;118;30;2;4;1;5;1;1;0;7030;1;G0J 2W0;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1988;\N;0;\N;-1;0;\N
8734;0;118;30;2;4;1;5;2;1;0;7030;1;G0J 2W0;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;1987;\N;0;\N;-1;0;\N
8724;0;114;24;2;6;1;2;2;1;0;66007;6;H2P 1X2;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1960;\N;0;\N;-1;0;\N
8725;0;114;24;2;7;3;6;2;6;47;66023;6;H3S 2K9;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1975;\N;0;\N;0;0;\N
8726;0;114;24;3;5;2;2;2;2;26;66023;6;H2V 1E8;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1955;\N;0;\N;0;0;\N
8727;0;114;24;2;2;3;3;3;2;45;66023;6;H2G 1C7;4;;1;1;0;-1;\N;\N;\N;-1;-1;0;0;0;0;1987;\N;0;\N;0;0;\N
8728;0;114;24;2;2;3;3;2;3;45;66023;6;H2G 1C7;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1987;\N;0;\N;-1;0;\N
8729;0;114;24;2;6;1;2;6;5;45;66023;6;H1X 1B7;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1954;\N;0;\N;-1;0;\N
8730;3;2;1;2;5;1;4;6;2;55;23027;3;G1K 0E9;2;;1;1;-1;0;\N;\N;\N;0;-1;0;0;0;0;1988;\N;0;\N;-1;0;\N
8721;0;92;5;2;4;1;2;6;5;0;36033;4;G9R 1R6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1961;\N;0;\N;-1;0;\N
8722;0;110;20;3;6;1;2;2;4;0;8053;1;G4W 4G5;2;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;0;1924;\N;0;\N;-1;0;\N
8715;0;115;25;2;7;1;6;2;2;17;58227;16;J4V 1Z8;2;;4;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1961;\N;0;\N;-1;0;\N
8716;0;115;25;2;4;1;6;2;6;20;58227;16;J3Y 2T8;1;;4;1;-1;0;\N;\N;\N;0;-1;-1;0;0;0;0;\N;-1;\N;0;0;\N
8717;0;115;25;2;4;1;6;3;5;0;58007;16;J4Y 2K7;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1983;\N;0;\N;-1;0;\N
8718;0;115;25;2;5;3;6;2;2;0;58007;16;J4Y 3H9;2;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1982;\N;0;\N;-1;0;\N
8711;0;118;30;2;4;1;5;2;5;0;7047;1;G5J 1B4;2;;1;1;0;0;\N;\N;\N;0;-1;0;-1;8628;1;1953;\N;0;\N;-1;0;\N
8710;0;111;21;2;3;1;6;6;5;0;34058;3;G0A 1W0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1984;\N;0;\N;0;0;\N
8708;0;108;18;1;4;1;2;1;6;0;10043;1;G5L 2B6;2;5593;3;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1961;\N;0;\N;-1;0;\N
8709;0;109;19;2;7;3;5;3;6;7;43027;5;J1H 0G7;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1976;\N;0;\N;-1;0;\N
8704;0;104;14;2;4;3;6;2;2;37;66023;6;H1H 1M3;4;;1;1;-1;0;\N;\N;\N;-1;-1;-1;0;0;0;1974;\N;0;\N;-1;0;\N
8700;0;112;22;3;5;1;2;2;2;0;30030;5;G6B 1X4;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;1;1969;\N;0;\N;0;0;\N
8705;10;2;1;2;7;1;2;6;1;55;23027;3;G1J 2X7;2;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1963;\N;0;\N;-1;0;\N
8706;0;2;1;2;7;1;6;2;5;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1946;\N;0;\N;-1;0;\N
8707;5;2;1;2;4;1;5;2;4;55;23027;3;G1K 2H9;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1984;\N;0;\N;-1;0;\N
8712;3;2;1;2;2;1;2;3;2;55;23027;3;G1K 5P7;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;1;1995;\N;0;\N;-1;0;\N
8713;0;2;1;2;4;1;2;2;6;0;20020;3;G0A 3Z0;4;;1;1;0;0;\N;\N;\N;0;-1;0;0;0;1;1981;\N;0;\N;-1;0;\N
8714;0;2;1;2;4;1;2;2;4;53;23027;3;G1E 2H5;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;1988;\N;0;\N;-1;0;\N
8719;0;110;20;2;2;1;2;2;2;0;8053;1;G4W 1K8;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1998;\N;0;\N;-1;0;\N
8720;0;110;20;2;6;1;4;2;2;0;8053;1;G4W 1Y6;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1980;\N;0;\N;-1;0;\N
8694;0;118;30;2;4;1;6;6;6;0;7018;1;G0J 1J0;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;0;0;\N;0;\N;-1;0;\N
8695;0;92;5;2;5;1;2;2;2;0;36033;4;G9R 1E6;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1973;\N;0;\N;-1;0;\N
8696;0;92;5;1;4;1;2;2;4;0;36033;4;G9R 1E6;4;;1;1;0;0;\N;\N;\N;-1;0;-1;0;0;1;1962;\N;0;\N;-1;0;\N
8697;0;92;5;1;3;1;5;2;5;0;51085;4;G0X 2L0;4;;1;1;0;0;\N;\N;\N;0;0;-1;0;0;1;1989;\N;0;\N;-1;0;\N
8698;0;111;21;1;6;1;2;5;2;0;34048;3;G0A 2Y0;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1954;\N;0;\N;-1;0;\N
8699;0;117;28;2;4;1;3;5;5;0;96020;9;G4Z 1P2;4;;1;1;0;0;\N;\N;\N;-1;-1;0;0;0;1;1992;\N;0;\N;-1;0;\N
8701;0;115;25;1;6;1;5;4;2;15;58227;16;J4J 2G9;4;;1;1;0;0;\N;\N;\N;0;0;0;0;0;0;1957;\N;0;\N;0;0;\N
8689;0;109;19;2;7;1;2;6;3;0;44071;5;J0B 1L0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1953;\N;0;\N;0;0;\N
8690;0;109;19;2;4;1;4;3;5;0;45072;5;J1X 5X6;2;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;1;1973;\N;0;\N;-1;0;\N
8691;0;109;19;2;2;1;3;2;2;6;43027;5;J1M 1S8;4;;1;1;-1;0;\N;\N;\N;0;-1;-1;0;0;1;1992;\N;0;\N;-1;0;\N
8686;0;92;5;3;4;1;4;6;2;0;36033;4;G9N 1J3;4;;1;1;0;0;\N;\N;\N;-1;0;0;0;0;0;1980;\N;0;\N;0;0;\N
8687;0;88;8;2;4;3;6;1;6;43;66023;6;H1W 3V2;4;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;0;1985;\N;0;\N;-1;0;\N
8688;0;114;24;2;4;3;6;3;3;44;66023;6;H2S 2T1;4;;3;1;0;0;\N;\N;\N;0;-1;0;0;0;0;1963;\N;0;\N;0;0;88
8738;0;111;21;2;3;1;6;2;5;0;34058;3;G0A 1W0;4;;1;1;0;0;\N;\N;\N;-1;-1;-1;0;0;0;1986;\N;0;\N;-1;0;\N
8684;0;112;22;1;1;1;1;1;1;0;30090;5;G0M 1C0;2;;1;1;0;0;\N;\N;\N;0;-1;-1;0;0;1;0;\N;0;\N;-1;0;\N
