"NoDemandeService";"NoMembre";"NoAccorderie";"TitreDemande";"Description";"Approuve";"Supprimer";"Transmit";"DateDebut";"DateFin"
"867";"723";"2";"Trie d'objet en prevision d'un demenagement.";"Une grande quantié de boite contenant des objects varié doivent etre trier pour en extraire les bonne choses.";"0";"-1";"0";"2013-05-14";"2013-05-17"
"868";"4084";"104";"ménage du printemps";"Je cherche quelqu'un pour m'aider à laver les murs, le plafond, les vitres, et les armoires. J'habite à Deux-Mongagne un app.4 1/2";"-1";"0";"0";"2013-05-15";"2013-06-15"
"869";"3959";"88";"Massothérapie";"Profil de la personne recherchée: femme diplômée et expérimentée ayant sa salle de massage à domicile. ";"-1";"-1";"0";"2013-05-15";"2014-05-14"
"870";"3959";"88";"Promener mes deux pinschers";"Profil recherché: fiable, disponible, énergique, bonne forme physique, qui aime et connait bien l'éducation des chiens.";"-1";"-1";"0";"2013-05-15";"2013-11-01"
"871";"4103";"2";"Conversation anglaise";"Conversation anglaise autour d'un café ou une promenade à Québec";"0";"-1";"0";"2013-05-16";"2014-05-16"
"872";"4085";"109";"Toilettage chat";"Recherche quelqu'un pour tondre mon chat avant les grandes chaleurs d'été.";"-1";"-1";"0";"2013-05-17";"2013-06-15"
"873";"4114";"109";"cours de conduite automobile";"j'aimerais apprendre, j'ai déjà su un peu";"-1";"-1";"0";"2013-05-17";"2013-07-17"
"874";"4110";"109";"Tonte de chat";"Il est toutefois récalcitrant à l'idée, donc une personne qui a de l'expérience serait de mise!";"0";"-1";"0";"2013-06-28";"2013-07-31"
"875";"3862";"108";"J'ai besoin d'un plombier";"pour installer un broyeur à déchets pour évier de cuisine";"-1";"-1";"0";"2013-05-19";"2013-06-19"
"876";"3994";"110";"Réparation de vélo";"Je cherche un(e) Accordeur(e) qui pourrai m'aider à réparer mon vélo. Je dispose de quelques outils à la maison.";"-1";"-1";"0";"2013-05-23";"2013-06-30"
"877";"4130";"110";"Réparation de vélo";"Je cherche un(e) Accordeur(e) qui pourrait m'aider à réparer mon vélo. Je dispose de quelques outils à la maison.";"-1";"0";"0";"2013-05-23";"2013-09-30"
"878";"4042";"109";"Tonte de chat";"Personne attentionnée.";"-1";"-1";"0";"2013-05-24";"2013-12-31"
"879";"2842";"88";"AIDE POUR CORRESPONDANCES ANGLAIS /FRANCAIS";"J'AI BESOIN D UNE PERSONNE QUI PEUT AIDER A TRADUIRE DES LETTRES ET AUSSI FAIRE DES APPELS TELEPHONIQUES EN ANGLAIS";"-1";"-1";"0";"2013-05-27";"2014-05-27"
"880";"3436";"2";"Demande de main d'oeuvre pour demenagement moyen";"J'ai besoin de l'aide de deux personnes pour mon déménagement le samedi 15 juin, de 10:00 a 12:00, De Vanier à Vanier. ";"0";"-1";"0";"2013-05-28";"2013-06-14"
"881";"3323";"2";"Aide pour déménagement-bras forts";"j'aurais besoin de 2 personnes pour m'aider avec mon déménagement prévu le 1er juillet, temps estimé: 2 heures. merci";"0";"-1";"0";"2013-05-30";"2013-06-30"
"882";"3067";"2";"Conducteur et détenteur de remorque";"Besoin d'une remorque pour transporter 6 tonnes de poussière de pierre.";"-1";"-1";"0";"2013-06-02";"2013-06-10"
"883";"3959";"88";"Promenade pour 2 chiens ";"En santé et en forme physique
Aime les animaux
Vigilent et prudent
Disponible les soirs ";"-1";"0";"0";"2013-06-05";"2014-05-01"
"884";"3959";"88";"Éducateur pour chien";"Besoin d'aide pour dresser mes chiens. ";"-1";"0";"0";"2013-06-05";"2014-05-01"
"885";"548";"2";"Nettoyage Machine à coudre";"Recherche unE AccordeurE qui pourrait nettoyer, huiler et &#8220;enligner&#8221; ma machine à coudre. C&#8217;est un très vieux modèle de Singer...mais qui est portative.  
";"-1";"-1";"0";"2013-06-06";"2013-07-06"
"886";"4097";"2";"Aide déménagement 21/06/2013";"- Électroménager (Frigo, cuisinière, laveuse, sécheuse)
- Meubles (futon, bureau)";"0";"-1";"0";"2013-06-06";"2013-06-21"
"887";"4168";"88";"Besoin d'un coup de mains pour installer quelques pôles à rideaux";"Bonjour! J'apprécierais avoir de l'aide le 17 juin en PM pour installer quelques pôles à rideaux. Merci à l'avance!";"-1";"0";"0";"2013-06-06";"2013-06-18"
"888";"3405";"109";"Drainage lymphatique";"massage drainage lymphatique manuel";"-1";"-1";"0";"2013-06-07";"2013-07-07"
"889";"4194";"109";"cours de violon";"j'aimerait bien trouver quelqu'un qui donne des cours de violon.";"-1";"-1";"0";"2013-06-09";"2013-09-14"
"890";"3297";"88";"réparateur de réfrigérateur";"mon réfrigérateur et mon congélateur ne sont pas assez froid. Besoin de conseils et
d'aide.";"-1";"0";"0";"2013-06-09";"2013-07-01"
"891";"4108";"86";"Besoin d'un transport pour rendez-vous médical";"Bonjour !
Je suis à la recherche d'un transport médical vers Pierreville pour le 11 juin à 11:00a.m.";"-1";"-1";"0";"2013-06-10";"2013-06-11"
"892";"4204";"110";"Réparation de ma machine à coudre";"Je cherche quelqu'un pour réparer ma machine à coudre. ";"-1";"0";"0";"2013-06-10";"2013-09-30"
"893";"4204";"110";"Recherche un soutien scolaire spécialisé ";"Recherche un petit coup de main pour offrir un soutien scolaire à un enfant de 11 ans dyslexique. ";"-1";"0";"0";"2013-06-10";"2013-09-30"
"894";"4204";"110";"Aide pour comprendre Antidote";"J'aimerais trouver une personne qui peut m'aider à comprendre le logiciel Antidote. ";"-1";"0";"0";"2013-06-10";"2013-09-30"
"895";"4205";"110";"Accompagnement pour faire ménage léger à ma maison";"Je cherche quelqu'un pour faire le ménage avec moi, chez moi. C'est plus motivant et amusant à deux!";"-1";"0";"0";"2013-06-10";"2013-09-30"
"896";"2994";"92";"Aide pour déménagement";"Appel à tous! Une accordeure de Trois-Rivières déménage à Shawinigan et a besoin de bras pour décharger son camion. L'arrivée du camion se fera le 30 juin vers 14h30, dans Shawinigan-Nord (St-Charles). Des bras disponibles? Appelez-la! Elle est fort sympa";"-1";"-1";"0";"2013-06-11";"2013-07-01"
"897";"4196";"109";"Formation en portage d'enfants";"Je souhaite apprendre et varier les positions de portage avec mon bébé de 12 mois";"-1";"-1";"0";"2013-12-16";"2014-03-30"
"898";"2284";"104";"jardinage";"Nettoyage saisonier de ma cour arrière, Gazon ...";"-1";"0";"0";"2013-06-11";"2013-06-30"
"899";"4108";"86";"Transport de meuble";"Bonjour à vous,
J'ai besoin d'un transport pour un fauteuil pour jeudi le 13 juin avant 21h.";"-1";"-1";"0";"2013-06-13";"2013-06-13"
"900";"1827";"104";"stage assistance chiropratique";"Bonjou, je demande aux accordeurs qui seraient en contact avec un chiropraticien, un ostéopathe ou quelqu'un travaillant avec des medecines naturelles, de m'informer je cherche un stage du 27 juin au 30 aout";"-1";"0";"0";"2013-06-14";"2013-07-28"
"901";"3657";"2";"Décapage de peinture";"Aider à décaper de la peinture sur des fenêtres simples en bois. 
Cela se situe aux environs de Sainte-Catherine-de-la-Jacques-Cartier. 
Peut venir vous chercher si besoin. merci
";"-1";"-1";"0";"2013-06-20";"2013-07-20"
"902";"3616";"108";"Aide pour pose de céramique";"Nous refaisons prochainement notre salle de bain, et aurions besoin d'un coup de main pour la céramique autour du bain. On ne s'y connait pas trop, alors si quelqu'un en a déjà posé et veut bien nous coacher, ca serait apprécié!";"-1";"-1";"0";"2013-06-20";"2013-07-27"
"903";"2745";"88";"Aide pour déménagement";"Bonjour,
Cherchons 2-3 personnes pour notre déménagement du 2 Juillet sur Montréal. Merci";"-1";"0";"0";"2013-06-24";"2013-07-02"
"904";"4204";"110";"covoiturage Matane Lévis";"cherche covoiturage de Matane à Lévis urgent important dimanche le 30 juin téléphonez-moi 418-562-2247 payerai ma part";"0";"-1";"0";"2013-06-27";"2013-07-02"
"905";"4204";"110";"103-D-1";"cherche covoiturage de Matane à Lévis le dimanche 30 juin urgent important payerai une par des frais tel 418-562-2247";"-1";"-1";"0";"2013-06-27";"2013-07-02"
"906";"4204";"110";"103-A-1  transport besoins divers";"cherche covoiturage de Matane vers Lévis dimanche 30 juin payerai ma part tel; 418-562-2247 urgent important";"0";"-1";"0";"2013-06-27";"2013-07-02"
"907";"4204";"110";"103  transport besoins divers";"cherche covoiturage de Matane vers Lévis dimanche 30 juin payerai ma part tel: 418-562-2247 urgent important";"0";"-1";"0";"2013-06-27";"2013-07-02"
"908";"4204";"110";"103  transport besoins divers";"cherche covoiturage de Matane vers Lévis dimanche 30 juin payerai ma part tel: 418-562-2247 urgent important";"0";"-1";"0";"2013-06-27";"2013-07-02"
"909";"4204";"110";"103  transport ";"cherche covoiturage de Matane vers Lévis dimanche 30 juin payerai ma part tel: 418-562-2247 urgent important";"0";"-1";"0";"2013-06-27";"2013-07-02"
"910";"4110";"109";"Massage";"Je recherche une personne pour me faire un massage soit thérapeutique ou réparateur.";"-1";"-1";"0";"2013-06-27";"2013-07-28"
"911";"4111";"109";"Déménagement Sherbrooke-Rimouski";"Besoin de transport pour déménager à Rimouski fin août, pas de gros meubles, seulement boîtes et articles divers. ";"-1";"-1";"0";"2013-06-30";"2013-08-15"
"912";"3862";"108";"Rembourrage de chaises";"J'ai besoin de conseils et d'aide pour rembourrer mes chaises de cuisine. 
Idéalement, ce serait plus facile à deux.

";"-1";"-1";"0";"2013-07-02";"2013-09-01"
"913";"4189";"109";"Transport objets pour déménager à sherbrooke";"cherche personne avec remorque ou autres pour déménager gros objets (frigidaire,laveusse sécheuse etc.)";"-1";"-1";"0";"2013-07-03";"2013-08-01"
"914";"4204";"110";"Cherche co-voiturage Matane -Lévis le 6 ou 7 juillet (aller simple)";"Cherche co-voiturage pour petit-fils (11 ans). Sage et habitué à voyager, il doit aller à Lévis le 6 ou le 7 juillet. ";"-1";"-1";"0";"2013-07-03";"2013-07-07"
"915";"4108";"86";"Réparation de vélo";"Je n'arrive pas a trouvé la bonne catégorie...
J'ai besoin de faire la mise au point sur mon vélo !";"-1";"-1";"0";"2013-07-03";"2013-09-27"
"916";"4108";"86";"Réparation de vélo";"Vérification de l'engrenage, graissage, pédale, frein, etc.";"-1";"-1";"0";"2013-07-03";"2013-09-27"
"917";"4085";"109";"Tresses africaines";"Saison chaude et cheveux longs, parfois embarrassant!! Si tu sais faire des petites tresses, contacte-moi!!!";"-1";"-1";"0";"2013-07-04";"2013-08-04"
"918";"4241";"109";"Accompagnateur(trice) pour apprenti-conducteur ";"J'ai mon permis d'apprenti-conductrice et de l'expérience. Cherche une personne possédant un véhicule et habile dans la conduite automobile pour me faire pratiquer.  ";"-1";"-1";"0";"2013-07-04";"2013-12-04"
"919";"4110";"109";"Faire des dreads";"Recherche une personne pour me faire des dreads et m'expliquer comment les entretenir!";"-1";"-1";"0";"2013-07-05";"2013-07-31"
"920";"2279";"104";"nettoyage goutiere";"etre capable de monter dans une echelle (deux étages)";"-1";"-1";"0";"2013-07-05";"2013-07-12"
"921";"4085";"109";"Aide faire un plancher de bois";"Nous faisons une pièce particulière  et cherchons de l'aide pour faire un plancher de bois. De jour, semaine prochaine.";"-1";"-1";"0";"2013-07-16";"2013-07-21"
"922";"3745";"108";"Apprentissage de l'espagnol";"Aimerait apprendre l'espagnol (débutant)";"-1";"0";"0";"2013-07-11";"2013-09-28"
"923";"158";"2";"Aide pour remplacer un élément d&#8217;un poêle ";"Une AccordeurE a besoin d&#8217;aide pour remplacer un élément d&#8217;un poêle. 
";"-1";"-1";"0";"2013-07-11";"2013-07-23"
"924";"212";"2";"Aide pour l&#8217;utilisation d&#8217;un blackberry";"Recherche de l&#8217;aide pour savoir comment utiliser un téléphone intelligent blackberry.

";"-1";"-1";"0";"2013-07-11";"2013-07-23"
"925";"2501";"2";"Recherche covoiturage Abitibi autour du 25 juillet";"Recherche un covoiturage de Québec pour l'Abitibi (Val d'Or) aux environs du 25 juillet pour un retour souhaité environ 3 semaines plus tard.
";"-1";"-1";"0";"2013-07-11";"2013-07-31"
"926";"4085";"109";"Nettoyer deux frigos";"Besoin d'aide pour faire nettoyer mes deux frigos. Manque de temps et serais ravie d'avoir un coup de pouce!";"-1";"-1";"0";"2013-07-14";"2013-07-31"
"927";"4241";"109";"Initiation au chant";"Cours d'initiation au chant. ";"-1";"-1";"0";"2013-07-15";"2014-06-15"
"928";"4081";"109";"Photographe pour bébé";"Personne pour photographier mon bébé de moins d'un mois; à l'extérieur, à la maison, etc !
";"-1";"-1";"0";"2013-07-15";"2013-08-15"
"929";"3740";"2";"Faire une tresse francaise ";"Je recherche une personne qui pourrait me faire une tresse française avec mes cheveux. pas besoin d'être professionnel. Merci ";"-1";"-1";"0";"2013-07-16";"2013-07-31"
"930";"4061";"108";"Corvée de terrain amicale";"Dimanche 21 juillet, 10h à 16h.Besoin de 4 ou 5 personnes pour nettoyage de terrain: tondeuse, coupe bordure, etc.";"-1";"-1";"0";"2013-07-16";"2013-07-22"
"931";"2841";"88";"m&#8217;aider à écrire une présentation ";" Bonjour Cher ami (e) accordeur.
Mon nom est Stéphane Picard, je cherche quelqu&#8217;un qui peux m&#8217;aider à écrire une présentation qui sera attaché à mon CV. 
* Cette présentation est destiner a des propriétaires de Restaurent.
* le poste que je";"-1";"0";"0";"2013-07-17";"2013-07-31"
"932";"4192";"109";"Rénovation intérieure mineure";"Bonjour, j'ai besoin de bras pour m'aider à réaliser une division entre deux pièces. J'ai un cadre de porte à créer et deux portes à installer. Merci.";"-1";"-1";"0";"2013-07-17";"2013-08-02"
"933";"1635";"2";"Savoir l&#8217;essentiel pour utiliser une tablette et un téléphone intelligent android";"Apprendre l'ABC de téléphone intelligent et tablette tactile système Android.
Merci
";"-1";"-1";"0";"2013-07-18";"2013-07-18"
"934";"4212";"115";"cordonnerie";"Bonjour,

J'ai une gougoune à faire réparer. Cell: 438 875 5225 Merci.";"-1";"-1";"0";"2013-07-20";"2013-07-27"
"935";"3809";"2";"Transport local de personne";"Pour le 26 juillet, de Saint-Roch à Chateau Richer vers 14h.";"0";"-1";"0";"2013-07-26";"2013-07-26"
"936";"4308";"114";"Entretien Ménager";"Besoin de quelqu'un de régulier ou non, pour entretien régulier (aspirateur,  laver plancher, salle de bain, vaisselle, etc.) Merci! :) ";"-1";"0";"0";"2016-04-02";"2017-04-02"
"937";"4156";"109";"transport vers l'aéroport";"bonjour, je recherche une personne pouvant nous conduire mon fils et moi à l'aéroport le 06 août en après-midi";"-1";"-1";"0";"2013-07-22";"2013-08-06"
"938";"4312";"109";"Transport et visite de sites de mariage en Estrie";"recherche personne pouvant conduire moi et conjoint entre différents sites à Magog, Compton et Sherbrooke (total 4h)";"-1";"-1";"0";"2013-07-23";"2013-08-02"
"939";"4318";"109";"PARTENAIRE DE GOLF";"JE RECHERCHE UN OU UNE PARTEUAIRE DE GOLF MOYEN SEMAINE OU FIN DE SEMAINE";"-1";"-1";"0";"2013-07-31";"2013-10-10"
"940";"4330";"2";"Initiation aux tymbales";"Enseignement de base des tymbales par quelqu'un qui en possèdent ou peut y avoir accès ou s'il est possible d'en louer. ";"0";"-1";"0";"2013-07-26";"2014-07-26"
"941";"4330";"2";"Musiciens amateurs pour musique de films";"Musiciens amateurs en vue de former un orchestre de musique de films récents. ";"0";"-1";"0";"2013-07-26";"2014-07-26"
"942";"4330";"2";"Accompagnement pour mini-rallye vélo";"Cherche un «coach» pour randonnées à vélo suivant un programme d'entraînement pour trajets de plus en plus longs.";"0";"-1";"0";"2013-07-26";"2014-07-26"
"943";"4330";"2";"Accompagnement danse Zouk (afro-brésilien) ";"Cherche un homme pour m'accompagner dans des soirées de pratique de Zouk. ";"0";"-1";"0";"2013-07-26";"2013-07-26"
"944";"4330";"2";"Initiation ou organisateur d'atelier d'initiation de peinture (gouache ou aquarelle)";"Information de base sur le matériel nécessaire pour démarrer dans un but d'expression créatrice libre. ";"0";"-1";"0";"2013-07-26";"2013-07-26"
"945";"4330";"2";"Activités de rencontres de groupe";"Partenaire d'organisation et d'animation de soirées de rencontres et/ou de jeux sociaux pour aider à faire connaissance.";"0";"-1";"0";"2013-07-26";"2013-07-26"
"946";"4330";"2";"Activités de dégustations/découvertes: chocolat, thé, vin, bière, huiles essentielles, savons...";"Partenaire pour organiser/animer des soirées de dégustation/découverte (pas de marques en particulier)";"0";"-1";"0";"2013-07-26";"2013-07-26"
"947";"4330";"2";"Initiation peinture sur soie";"Connaître le matériel nécessaire, les coûts de ce matériel et le procédé de réalisation de carrés de soie peints.";"0";"-1";"0";"2013-07-26";"2013-07-26"
"948";"4176";"109";"Ménage lourd";"Aide pour grand ménage.Laver murs,plafonds,garde-robes,etc... Les fenêtres ont étées faites . Merci beaucoup!";"-1";"-1";"0";"2013-07-27";"2013-08-27"
"949";"4176";"109";"Accompagnement marche régulière + marche rapide";"Accompagnement marche régulière avec marche rapide.Au parc belvédère.Possibilité petit groupe.";"-1";"-1";"0";"2013-07-27";"2013-10-27"
"950";"3814";"104";"Sablage et peinture de meuble";"J'ai une petite étagère à sabler et peindre.Si vous avez une ponceuse ce sera plus facile car je n'en ai pas.";"-1";"-1";"0";"2013-07-29";"2013-08-29"
"951";"3405";"109";"Transfert cassette video sur dvd";"c'est un enregistrement de 20 minutes que j'aimerais beaucoup avoir en dvd ";"-1";"-1";"0";"2013-07-29";"2013-11-29"
"952";"4349";"109";"sarcler mes fleur";"entretenir mes flrurs,oter les mauvais herbes.";"0";"-1";"0";"2013-08-01";"2013-09-30"
"953";"4349";"109";"entretient";"sarcler mes fleurs";"-1";"-1";"0";"2013-08-01";"2013-09-30"
"954";"2884";"2";"Déménagement de quelques meubles";"J'ai besoin d'aide (remorque-conducteur-déménageur) pour entreposer un divan, un bureau démontable et un lit double.";"0";"-1";"0";"2013-08-02";"2013-09-01"
"955";"3959";"88";"Entretien ménager";"Laver, laver, savez-vous savonner ? Planchers, armoires, réfrigérateur, four,laver les meubles, etc. Pizza fourni ! ";"-1";"0";"0";"2013-08-02";"2014-08-02"
"956";"2067";"86";"capturer un raton laveur";"il cause des dommages au terrassement.";"-1";"-1";"0";"2013-08-04";"2013-10-10"
